Index,GDP_real,GNI_real,INDPRO,IPFPNSS1,IPFPNSS2,IPFINAL1,IPFINAL2,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,ICSA ,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOV,CES0600000007,AWOTMAN,AWHMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,RETAILx,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,ISRATIOx,UMCSENTx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,DTCOLNVHFNM,DTCTHFNM,INVEST,KR.MIR,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T3YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTH,EXKRUSx,EXKRJPx,EXKREUx,EXKRCNx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,KOSPI,KOSPIdivyield,KOSPIPE,VKOSPI,US.FFR
1966.11.1,49433.24,50489.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.18,,,,,,,,,6.02,3.201,,,,,,,,,,,,,,,,,5.76
1966.12.1,49433.24,50489.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.18,,,,,,,,,5.99,3.24,,,,,,,,,,,,,,,,,5.4
1967.1.1,50841.29,46459.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.85,,,,,,,,,6,3.292,,,,,,,,,,,,,,,,,4.94
1967.2.1,50841.29,46459.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.9,,,,,,,,,6.02,3.344,,,,,,,,,,,,,,,,,5
1967.3.1,50841.29,46459.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.05,,,,,,,,,6.08,3.365,,,,,,,,,,,,,,,,,4.53
1967.4.1,51782.16,50380.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.1,,,,,,,,,6.09,3.362,,,,,,,,,,,,,,,,,4.05
1967.5.1,51782.16,50380.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.05,,,,,,,,,6.1,3.428,,,,,,,,,,,,,,,,,3.94
1967.6.1,51782.16,50380.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,,6.19,3.481,,,,,,,,,,,,,,,,,3.98
1967.7.1,53823.51,52976.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.25,,,,,,,,,6.25,3.516,,,,,,,,,,,,,,,,,3.79
1967.8.1,53823.51,52976.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.34,,,,,,,,,6.26,3.514,,,,,,,,,,,,,,,,,3.9
1967.9.1,53823.51,52976.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.58,,,,,,,,,6.28,3.521,,,,,,,,,,,,,,,,,3.99
1967.10.1,53960.07,55599.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.29,,,,,,,,,6.3,3.535,,,,,,,,,,,,,,,,,3.88
1967.11.1,53960.07,55599.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9,,,,,,,,,6.31,3.533,,,,,,,,,,,,,,,,,4.13
1967.12.1,53960.07,55599.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.6,,,,,,,,,6.27,3.555,,,,,,,,,,,,,,,,,4.51
1968.1.1,57427.6,54817.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.7,,,,,,,,,6.43,3.573,,,,,,,,,,,,,,,,,4.61
1968.2.1,57427.6,54817.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.6,,,,,,,,,6.44,3.67,,,,,,,,,,,,,,,,,4.71
1968.3.1,57427.6,54817.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.7,,,,,,,,,6.5,3.757,,,,,,,,,,,,,,,,,5.05
1968.4.1,58695.37,58660.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8,,,,,,,,,6.48,3.733,,,,,,,,,,,,,,,,,5.76
1968.5.1,58695.37,58660.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8,,,,,,,,,6.47,3.83,,,,,,,,,,,,,,,,,6.12
1968.6.1,58695.37,58660.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8,,,,,,,,,6.51,3.853,,,,,,,,,,,,,,,,,6.07
1968.7.1,62170.56,60275.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8,,,,,,,,,6.54,3.883,,,,,,,,,,,,,,,,,6.03
1968.8.1,62170.56,60275.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5,,,,,,,,,6.57,3.903,,,,,,,,,,,,,,,,,6.03
1968.9.1,62170.56,60275.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.5,,,,,,,,,6.59,3.928,,,,,,,,,,,,,,,,,5.78
1968.10.1,61106.73,62781.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.9,,,,,,,,,6.61,3.942,,,,,,,,,,,,,,,,,5.91
1968.11.1,61106.73,62781.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.6,,,,,,,,,6.62,3.942,,,,,,,,,,,,,,,,,5.82
1968.12.1,61106.73,62781.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.5,,,,,,,,,6.67,3.962,,,,,,,,,,,,,,,,,6.02
1969.1.1,63402.56,57699.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.7,,,,,,,,,6.67,4.09,,,,,,,,,,,,,,,,,6.3
1969.2.1,63402.56,57699.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.4,,,,,,,,,7.08,4.2,,,,,,,,,,,,,,,,,6.61
1969.3.1,63402.56,57699.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.2,,,,,,,,,6.7,4.247,,,,,,,,,,,,,,,,,6.79
1969.4.1,65086.91,62198.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.2,,,,,,,,,6.73,4.341,,,,,,,,,,,,,,,,,7.41
1969.5.1,65086.91,62198.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,,,,,,,,,6.76,4.4,,,,,,,,,,,,,,,,,8.67
1969.6.1,65086.91,62198.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,,,,,,,,,6.75,4.488,,,,,,,,,,,,,,,,,8.9
1969.7.1,69768.36,68418.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.3,,,,,,,,,6.75,4.586,,,,,,,,,,,,,,,,,8.61
1969.8.1,69768.36,68418.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.6,,,,,,,,,6.76,4.684,,,,,,,,,,,,,,,,,9.19
1969.9.1,69768.36,68418.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.8,,,,,,,,,6.79,4.637,,,,,,,,,,,,,,,,,9.15
1969.10.1,70017.26,71811.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4,,,,,,,,,6.87,4.539,,,,,,,,,,,,,,,,,9
1969.11.1,70017.26,71811.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.55,,,,,,,,,7.03,4.571,,,,,,,,,,,,,,,,,8.85
1969.12.1,70017.26,71811.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.45,,,,,,,,,7.05,4.604,,,,,,,,,,,,,,,,,8.97
1970.1.1,68712.71,64324.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.3,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,305.35,,,,,,,,,7.61,4.716,,,,,,,,,2.8,,,,,,,,8.98
1970.2.1,68712.71,64324.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.9,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,306.15,,,,,,,,,7.87,4.809,,,,,,,,,2.8,,,,,,,,8.98
1970.3.1,68712.71,64324.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.5,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,306.85,,,,,,,,,8.05,4.8,,,,,,,,,2.8,,,,,,,,7.76
1970.4.1,71616.78,65676.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16920.4,,,,,,,,,,,238.1,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,308.65,,,,,,,,,8.29,4.967,,,,,,,,,3,7.73,3.47,3.12,,,,,8.1
1970.5.1,71616.78,65676.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16920.4,,,,,,,,,,,242.1,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,309.35,,,,,,,,,8.43,5.098,,,,,,,,,3,7.73,3.47,3.12,,,,,7.95
1970.6.1,71616.78,65676.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16920.4,,,,,,,,,,,247.6,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,310.75,,,,,,,,,8.37,5.199,,,,,,,,,3,7.73,3.47,3.12,,,,,7.61
1970.7.1,72069.47,72477.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17457.8,,,,,,,,,,,250.8,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,312.35,,,,,,,,,8.41,5.297,,,,,,,,,3,2.08,2.87,4.02,,,,,7.21
1970.8.1,72069.47,72477.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17457.8,,,,,,,,,,,259.7,,-10.7,,,,,,,,,,,,,,,,,,,,,,,,,,312.95,,,,,,,,,8.4,5.274,,,,,,,,,3,2.08,2.87,4.02,,,,,6.62
1970.9.1,72069.47,72477.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17457.8,,,,,,,,,,,267.1,,-21,,,,,,,,,,,,,,,,,,,,,,,,,,313.85,,,,,,,,,8.41,5.18,,,,,,,,,3,2.08,2.87,4.02,,,,,6.29
1970.10.1,77129.58,78518.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17308.7,,,,,,,,,,,271.6,,-20.5,,,,,,,,,,,,,,,,,,,,,,,,,,314.95,,,,,,,,,8.38,5.172,,,,,,,,,3.2,0.68,-1.01,-0.09,,,,,6.2
1970.11.1,77129.58,78518.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17308.7,,,,,,,,,,,289.5,,-25.3,,,,,,,,,,,,,,,,,,,,,,,,,,315.75,,,,,,,,,8.35,5.264,,,,,,,,,3.2,0.68,-1.01,-0.09,,,,,5.6
1970.12.1,77129.58,78518.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17308.7,,,,,,,,,,,299.6,,-23.4,,,,,,,,,,,,,,,,,,,,,,,,,,316.65,,,,,,,,,8.27,5.311,,,,,,,,,3.2,0.68,-1.01,-0.09,,,,,4.9
1971.1.1,78742.94,74430.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17965.8,,,,,,,,,,,280.5,,-44.3,,,,,,,,,,,,,,,,,,,,,,,,,,318.55,,,,,,,,,8.27,5.4,,,,,,,,,3.3,7.55,1.3,3.6,,,,,4.14
1971.2.1,78742.94,74430.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17965.8,,,,,,,,,,,277.6,,-27.6,,,,,,,,,,,,,,,,,,,,,,,,,,320.25,,,,,,,,,8.26,5.357,,,,,,,,,3.3,7.55,1.3,3.6,,,,,3.72
1971.3.1,78742.94,74430.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17965.8,,,,,,,,,,,279.1,,-29.5,,,,,,,,,,,,,,,,,,,,,,,,,,322.25,,,,,,,,,8.27,5.366,,,,,,,,,3.3,7.55,1.3,3.6,,,,,3.71
1971.4.1,82689.79,78716.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18531.4,,,,,,,,,,,285.4,,-29.4,,,,,,,,,,,,,,,,,,,,,,,,,,324.15,,,,,,,,,8.29,5.418,,,,,,,,,3.4,3.14,2.96,3.56,,,,,4.16
1971.5.1,82689.79,78716.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18531.4,,,,,,,,,,,287.5,,-36.1,,,,,,,,,,,,,,,,,,,,,,,,,,326.35,,,,,,,,,8.25,5.501,,,,,,,,,3.4,3.14,2.96,3.56,,,,,4.63
1971.6.1,82689.79,78716.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18531.4,,,,,,,,,,,290.3,,-28,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.24,5.677,,,,,,,,,3.4,3.14,2.96,3.56,,,,,4.91
1971.7.1,83969.49,81326.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18892.1,,,,,,,,,,,285.2,,-39.2,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.24,5.836,,,,,,,,,3.5,4.47,1.78,3.36,,,,,5.31
1971.8.1,83969.49,81326.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18892.1,,,,,,,,,,,288.5,,-50.9,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.29,5.874,,,,,,,,,3.5,4.47,1.78,3.36,,,,,5.57
1971.9.1,83969.49,81326.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18892.1,,,,,,,,,,,308.7,,-68.7,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.49,5.898,,,,,,,,,3.5,4.47,1.78,3.36,,,,,5.55
1971.10.1,85339.07,85985.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19007.4,,,,,,,,,,,308.4,,-74.1,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.5,5.93,,,,,,,,,3.6,1.17,-0.53,1.85,,,,,5.2
1971.11.1,85339.07,85985.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19007.4,,,,,,,,,,,286.4,,-89.7,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.5,5.993,,,,,,,,,3.6,1.17,-0.53,1.85,,,,,4.91
1971.12.1,85339.07,85985.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19007.4,,,,,,,,,,,288.2,,-79.9,,,,,,,,,,,,,,,,,,,,,,,,,,373.3,,,,,,,,,8.56,6.087,,,,,,,,,3.6,1.17,-0.53,1.85,,,,,4.14
1972.1.1,86282.54,77950.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19326.6,,,,,,,,,,,274,,-103.1,,,,,,,,,,,,,,,,,,,,,,,,,,376.4,,,,,,,,,8.56,6.092,,,,,,,,,3.7,7.01,3.36,-1.23,,,,,3.51
1972.2.1,86282.54,77950.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19326.6,,,,,,,,,,,280.4,,-87.2,,,,,,,,,,,,,,,,,,,,,,,,,,382,,,,,,,,,8.56,6.022,,,,,,,,,3.7,7.01,3.36,-1.23,,,,,3.3
1972.3.1,86282.54,77950.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19326.6,,,,,,,,,,,274.1,,-75.7,,,,,,,,,,,,,,,,,,,,,,,,,,387.1,,,,,,,,,8.64,5.911,,,,,,,,,3.7,7.01,3.36,-1.23,,,,,3.83
1972.4.1,88258.31,83385.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19564.5,,,,,,,,,,,279.6,,-110.6,,,,,,,,,,,,,,,,,,,,,,,,,,392.9,,,,,,,,,8.64,5.915,,,,,,,,,3.9,-2.33,0.62,2.69,,,,,4.17
1972.5.1,88258.31,83385.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19564.5,,,,,,,,,,,279.7,,-111.1,,,,,,,,,,,,,,,,,,,,,,,,,,396.1,,,,,,,,,8.7,5.934,,,,,,,,,3.9,-2.33,0.62,2.69,,,,,4.27
1972.6.1,88258.31,83385.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19564.5,,,,,,,,,,,276,,-156.3,,,,,,,,,,,,,,,,,,,,,,,,,,399.7,,,,,,,,,8.73,5.952,,,,,,,,,3.9,-2.33,0.62,2.69,,,,,4.46
1972.7.1,88872.72,86796.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19761.2,,,,,,,,,,,288.3,,-150.6,,,,,,,,,,,,,,,,,,,,,,,,,,399.3,,,,,,,,,8.69,5.961,,,,,,,,,4,1.93,0.56,2.05,,,,,4.55
1972.8.1,88872.72,86796.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19761.2,,,,,,,,,,,309.6,,-136.9,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,,,,,8.72,5.993,,,,,,,,,4,1.93,0.56,2.05,,,,,4.81
1972.9.1,88872.72,86796.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19761.2,,,,,,,,,,,332.4,,-136,,,,,,,,,,,,,,,,,,,,,,,,,,398.7,,,,,,,,,8.77,6.028,,,,,,,,,4,1.93,0.56,2.05,,,,,4.87
1972.10.1,91601.61,91798.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20297.4,,,,,,,,,,,342.8,,-158.9,,,,,,,,,,,,,,,,,,,,,,,,,,398.7,,,,,,,,,8.77,6.013,,,,,,,,,4,9.11,1.96,2.76,,,,,5.05
1972.11.1,91601.61,91798.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20297.4,,,,,,,,,,,365.2,,-179.5,,,,,,,,,,,,,,,,,,,,,,,,,,398.8,,,,,,,,,8.78,6.046,,,,,,,,,4,9.11,1.96,2.76,,,,,5.06
1972.12.1,91601.61,91798.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20297.4,,,,,,,,,,,427.5,,-200.2,,,,,,,,,,,,,,,,,,,,,,,,,,398.9,,,,,,,,,8.9,6.106,,,,,,,,,4,9.11,1.96,2.76,,,,,5.33
1973.1.1,95299.08,86013.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20920,,,,,,,,,,,419.7,,-231.4,,,,,,,,,,,,,,,,,,,,,,,,,,398.9,,,,,,,,,9,6.157,,,,,,,,,4.1,-7.11,4.18,4.55,,,,,5.94
1973.2.1,95299.08,86013.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20920,,,,,,,,,,,442.3,,-210.4,,,,,,,,,,,,,,,,,,,,,,,,,,398.9,,,,,,,,,9.16,6.166,,,,,,,,,4.1,-7.11,4.18,4.55,,,,,6.58
1973.3.1,95299.08,86013.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20920,,,,,,,,,,,416.7,,-200.5,,,,,,,,,,,,,,,,,,,,,,,,,,398.9,,,,,,,,,9.41,6.241,,,,,,,,,4.1,-7.11,4.18,4.55,,,,,7.09
1973.4.1,99336.44,91123.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21338.3,,,,,,,,,,,426.8,,-213.9,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,,,,,9.67,6.417,,,,,,,,,4.3,16.64,1.18,3.12,,,,,7.12
1973.5.1,99336.44,91123.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21338.3,,,,,,,,,,,497.2,,-159.8,,,,,,,,,,,,,,,,,,,,,,,,,,398.9,,,,,,,,,9.69,6.692,,,,,,,,,4.3,16.64,1.18,3.12,,,,,7.84
