Index,GDP_real,GNI_real,INDPRO,IPFPNSS1,IPFPNSS2,IPFINAL1,IPFINAL2,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,ICSA ,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOV,CES0600000007,AWOTMAN,AWHMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,RETAILx,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,ISRATIOx,UMCSENTx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,DTCOLNVHFNM,DTCTHFNM,INVEST,KR.MIR,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T3YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTH,EXKRUSx,EXKRJPx,EXKREUx,EXKRCNx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,KOSPI,KOSPIdivyield,KOSPIPE,VKOSPI,US.FFR
2005.11.1,1274477.17,1265816.99,66.08,89.4,70.2,83.5,101.1,101.1,138.4,78.1,83.5,53,138.4,78.1,65.81,68.75,88.7,116.57,58157,0.58,62.5,23164.4,3.3,3.35,9,468,318,213,105,21009.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173940.4,,,749223,2040039,73240129,71.29,,276025.5,953461,12512.77576,40783.7,,44.6,,,,,,389765.8,485059.6,3.49,4.12,,4.58,4.57,5.1,5.68,5.5,9.26,0.63,,1.09,1.08,1.61,2.19,2.01,5.77,113.2,1036.3,865.35,1219.31,,81.32,86.38,84.69,76.11,51.4,73.69,76.199,70.18,86.23,83.69,73.67,89.19,74.97,75.81,75.9,75.8,4.68,0.06,0.71,1253.26,1.89,10.16,22.99,4
2005.12.1,1274477.17,1265816.99,64.71,85.7,69.6,82.7,97.1,97.1,137.5,76.1,84.5,52.7,137.5,76.1,64.3,71.49,90,112.77,47732,0.45,61.4,22684.6,3.5,3.37,11,498,335,221,114,20846.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173940.4,,,1089655,2701397,72758252,73.47,,288097.3,957776.3,12496.2659,43249,,6740.5,,,,,,393239.5,482876.7,3.7,4.26,,4.66,4.67,5.06,5.6,5.49,9.21,0.56,,0.96,0.97,1.36,1.9,1.79,5.51,114.82,1013,859.9,1199.34,,81.24,86.55,83.66,76.76,53.24,73.28,76.645,70.18,86.06,83.77,74.19,89.82,75.12,75.96,75.9,75.8,4.68,0.06,0.71,1338.81,1.74,10.98,19.87,4.16
2006.1.1,1296304.36,1271042.53,66.52,83.5,71.1,88,99.6,99.6,143,77.6,86,53.3,143,77.6,66.36,69.15,85.9,116.09,51383,0.38,60.8,22469.8,3.8,3.3,12,522,355,248,107,20711.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175684.6,,,1251456,2140046,74046962,72.04,,295717.7,954686.6,12419.81839,43991.5,,3370.3,,,,,,391955.4,486231.5,3.74,4.39,,4.61,4.62,5.02,5.58,5.5,9.19,0.65,,0.87,0.88,1.28,1.84,1.76,5.45,117.78,971,824.94,1173.79,,81.81,87.69,82.99,78.57,58.46,73.09,76.868,70.18,86.82,84.77,74.7,89.64,75.42,76.11,75.9,75.6,-6.18,0.53,2.08,1379.32,1.72,11.13,21.09,4.29
2006.2.1,1296304.36,1271042.53,67.27,83.4,70.4,86.8,99.5,99.5,138.6,77.3,84.8,54.2,138.6,77.3,67.12,70.64,80.3,116.15,70159,0.51,60.8,22413,4.1,3.17,16,600,360,253,107,20582.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175684.6,,,2591291,2612316,74908038,75.97,,292753.1,961254.6,12566.07666,41635.8,,772.3,,,,,,394899.3,493493.2,3.92,4.46,,4.56,4.57,4.87,5.28,5.33,8.79,0.54,,0.64,0.65,0.95,1.36,1.41,4.87,120.01,969,833.8,1147.88,,81.89,87.95,82.83,77.48,57.34,73.73,76.496,70.38,87.07,84.85,74.7,89.19,75.64,76.34,75.97,75.6,-6.18,0.53,2.08,1341.72,1.72,11.1,22.91,4.49
2006.3.1,1296304.36,1271042.53,67.38,88.7,71.1,87.4,99.8,99.8,135.8,78.5,87.4,53.8,135.8,78.5,67.18,70.01,81.9,114.9,72044,0.55,61.8,22852.1,3.9,3.12,10,591,340,238,102,20825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175684.6,,,8272049,2860772,81749084,77.17,,290785,968589.7,12723.67422,45338.3,,2155.3,,,,,,398058.2,500470.7,3.97,4.45,,4.57,4.57,4.93,5.42,5.3,8.48,0.48,,0.6,0.6,0.96,1.45,1.33,4.51,119.17,975.9,831.72,1187.13,,81.73,87.69,82.75,78.29,58.45,74.27,76.125,70.38,87.15,84.85,74.7,89.1,76.31,76.87,75.97,75.6,-6.18,0.53,2.08,1331.72,1.73,11,20.58,4.59
2006.4.1,1306824.09,1284386.89,66.58,88,71.4,86.7,96.4,96.4,130.4,77,87.2,53.7,130.4,77,66.17,71.67,88.9,112.24,64270,0.59,62.6,23247.3,3.5,3.28,11,517,334,229,105,21048.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177968,,,2094868,2860003,82212915,77.68,,289690.1,971817,12728.78137,41633.4,,335,,,,,,402414.5,503923.5,3.97,4.48,,4.61,4.61,4.95,5.45,5.24,8.31,0.51,,0.64,0.64,0.98,1.48,1.27,4.34,121.16,945.7,828.29,1184.91,,81.32,87.26,82.91,81.82,64.54,74.89,76.348,70.38,87.82,84.85,74.85,89.55,76.46,76.94,76.05,76.3,7.35,0.48,0.68,1415.92,1.61,11.7,18.7,4.79
2006.5.1,1306824.09,1284386.89,67.44,87.5,71.6,89.7,99.1,99.1,133.4,80.1,90.8,54,133.4,80.1,67.08,72.2,91.8,112.07,65323,0.56,63,23496.5,3.2,3.32,13,462,327,235,92,21221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177968,,,2994056,2736456,82893041,76.87,,289262.3,978529.1,12791.89892,41239.1,,-79.4,,,,,,407842,510237.7,3.96,4.5,,4.59,4.59,4.78,5.2,5.05,8.03,0.54,,0.63,0.63,0.82,1.24,1.09,4.07,120.34,947.4,842.21,1208.03,,81.32,86.99,83.93,83.48,65.3,76.56,76.496,71.36,88.58,84.85,75.07,90.18,76.53,77.17,76.13,76.3,7.35,0.48,0.68,1388.83,1.73,10.85,21.42,4.94
2006.6.1,1306824.09,1284386.89,66.18,86.3,71,85.1,97.6,97.6,129.2,79.4,88.8,53.8,129.2,79.4,65.71,72.39,82.4,110.37,66537,0.5,63,23520.3,3.4,3.26,10,492,331,236,95,21270.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177968,,,2838027,2861212,84520617,78.13,,293009,991544,12874.35242,43069.9,,2293.9,,,,,,412583.5,511202.9,4.17,4.63,,4.7,4.7,4.89,5.25,5.17,8.07,0.46,,0.53,0.53,0.72,1.08,1,3.9,120.06,960.3,834.03,1215.93,,80.82,86.29,84.18,84.35,65.16,76.31,77.017,71.42,88.67,84.94,74.63,88.56,76.61,77.09,76.13,76.3,7.35,0.48,0.68,1249.19,1.76,10.68,26.03,4.99
2006.7.1,1329202,1318431.37,62.99,84.6,70.5,84.1,87.6,87.6,106.5,77.8,85.7,51.8,106.5,77.8,62.42,71.53,87.1,102,53625,0.41,62.9,23475.9,3.4,3.22,8,504,330,237,93,21238.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179961.2,,,4566142,2289706,87290637,81.98,,299272.6,995026.6,12845.01962,41314.8,,373.8,,,,,,416151,514017,4.21,4.81,,4.82,4.82,4.89,5.16,5.18,8.05,0.6,,0.61,0.61,0.68,0.95,0.97,3.84,120.47,953.1,830.23,1216.39,,81.07,86.74,84.51,86.73,69.01,77.17,77.464,71.36,89.34,85.02,75,88.83,76.83,77.25,76.2,76.4,5.04,-1.14,1.35,1278,1.84,10.39,24.67,5.24
2006.8.1,1329202,1318431.37,67.58,87.6,72.3,90.6,96.4,96.4,133.5,79.8,91,54.7,133.5,79.8,67.05,76.5,88.7,110.56,66949,0.51,62.1,23211.4,3.4,3.3,7,483,333,234,99,20988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179961.2,,,3568871,2394222,88979658,75.95,,293218.4,996232.2,12811.46333,42727.4,,2118.4,,,,,,419683.2,521329.6,4.42,4.86,,4.76,4.76,4.77,4.94,5.1,7.94,0.44,,0.34,0.34,0.35,0.52,0.68,3.52,118.67,959.6,820.28,1232.27,,81.81,87.69,85.44,88.11,68.75,77.82,77.761,71.42,89.59,85.1,76.11,88.83,76.91,77.25,76.28,76.4,5.04,-1.14,1.35,1316.08,1.76,10.82,21.11,5.25
2006.9.1,1329202,1318431.37,69.29,89.2,72.3,92.2,99.3,99.3,137,78.9,94.1,55.5,137,78.9,68.94,72.14,91.5,114.42,65108,0.47,62.4,23391.6,3.2,3.23,8,477,300,207,93,21200.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179961.2,,,3838931,2811891,91037364,75.57,,293913.4,1010145.2,12977.86628,43350.2,,-589.8,,,,,,424584.6,531136.1,4.47,4.78,4.55,4.68,4.68,4.69,4.89,5.02,7.82,0.31,0.08,0.21,0.21,0.22,0.42,0.55,3.35,120.05,945.2,802.21,1200.64,,81.73,87.61,85.61,81.75,59.61,78.39,77.836,71.42,89.17,85.19,76.18,88.65,77.13,77.4,76.35,76.4,5.04,-1.14,1.35,1356.53,1.74,10.87,18.35,5.25
2006.10.1,1341316.09,1337548.94,71.51,97.4,73.3,95,104.1,104.1,142.9,83.1,95.1,59.3,142.9,83.1,71.31,72.55,85.9,116.58,69283,0.47,62.7,23536.9,3.3,3.06,7,515,286,205,81,21292.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182645.5,,,2968265,2649265,92347088,73,,299032.3,1020465.8,13110.46046,37997.2,,-3060.1,,,,,,429295,535739.7,4.48,4.75,4.56,4.63,4.64,4.62,4.79,4.93,7.72,0.27,0.08,0.15,0.16,0.14,0.31,0.45,3.24,120.4,944.2,803.47,1200.79,,80.49,85.95,85.02,78.86,56.34,78.98,77.836,71.91,87.66,85.19,75.22,88.2,77.13,77.4,76.58,76.6,7.89,0.62,0.48,1354.04,1.74,10.82,18.76,5.25
2006.11.1,1341316.09,1337548.94,70.9,90.8,73.8,95.3,100.8,100.8,132.9,81,94.6,58.3,132.9,81,70.71,71.41,86.7,115.9,70429,0.43,62.6,23546.6,3.2,3.08,4,486,290,212,78,21403.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182645.5,,,1763557,2190547,91156210,73.65,,300832.4,1029237.4,13172.72122,39721.1,,947.3,,,,,,436398.1,538753.9,4.47,4.75,4.58,4.7,4.7,4.72,4.91,5.05,7.84,0.28,0.11,0.23,0.23,0.25,0.44,0.58,3.37,121.44,929.9,798.99,1222.96,,80.09,85.51,84.01,78.08,56.83,78.91,78.134,72.47,87.15,85.1,74.41,88.2,77.13,77.55,76.73,76.6,7.89,0.62,0.48,1403.93,1.66,11.35,15.06,5.25
2006.12.1,1341316.09,1337548.94,68.35,90.3,74,90.2,96.4,96.4,129.1,79.6,93.4,56.9,129.1,79.6,68.15,71.31,87.4,111.1,54686,0.42,61.5,23095.4,3.3,3.27,5,467,327,236,91,21263.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182645.5,,,2564292,3308050,92905912,75.94,,313637.9,1039526,13291.81158,51869.5,,13540.8,,,,,,443348.2,543618.2,4.49,4.9,4.65,4.85,4.85,4.82,4.95,5.18,7.97,0.41,0.16,0.36,0.36,0.33,0.46,0.69,3.48,121.68,929.6,781.83,1222.24,,80.17,85.68,83.76,78.57,58.41,78.88,78.208,72.47,87.24,85.27,74.78,88.2,77.28,77.63,76.89,76.6,7.89,0.62,0.48,1418.83,1.66,11.4,15.91,5.24
2007.1.1,1362183.32,1323372.11,69.42,89.2,74.2,97.3,97.1,97.1,129.6,79.7,95.7,56.4,129.6,79.7,69.41,70.63,88.9,113.61,69160,0.37,60.9,22846.2,3.6,3.14,3,530,333,243,90,21129.1,83527,,,,,,,,,,,,,,,,,,,,,,,,12038,1530,2716,2533,5259,184884.4,,,1518068,2941898,91599138,77.66,,312204.1,1045854.3,13296.73002,48689.8,,11820.2,,,,,,442116.3,554373.9,4.63,5.07,4.8,4.98,4.98,4.97,5.04,5.32,8.11,0.44,0.17,0.35,0.35,0.34,0.41,0.69,3.48,121.09,940.9,773.1,1220.07,,80.34,86.03,83.58,74.32,51.84,78.54,78.655,72.47,87.32,86.19,74.93,88.11,77.43,77.85,77.04,76.7,-1.81,0.72,2,1379.25,1.75,10.82,17.33,5.25
2007.2.1,1362183.32,1323372.11,69.99,91.3,75.4,99.1,99.8,99.8,136.2,80.8,97.9,56.6,136.2,80.8,69.99,70.91,92.6,112.96,60219,0.39,60.7,22790.5,3.7,3.19,5,529,340,243,97,21021.2,55378,,,,,,,,,,,,,,,,,,,,,,,,29789,2324,5702,8748,13015,184884.4,,,3502339,3134785,93548394,76.08,,309627.8,1057712.2,13422.23266,46907.2,,7600.8,,,,,,445113.7,561612.6,4.6,5.11,4.85,4.96,4.96,4.91,5.01,5.28,8.08,0.51,0.25,0.36,0.36,0.31,0.41,0.68,3.48,120.72,938.3,793.89,1241.89,,80.82,86.64,83.76,76.32,55.88,78.59,78.803,72.54,87.32,86.36,75.59,88.11,77.73,78.23,77.19,76.7,-1.81,0.72,2,1434.89,1.68,11.3,17.14,5.26
2007.3.1,1362183.32,1323372.11,69.7,88.8,74.9,95.6,97.4,97.4,129.2,78.7,95.4,56.4,129.2,78.7,69.42,73.08,93,112.67,90201,0.52,61.7,23235.4,3.5,3.28,5,494,353,256,97,21292.9,63373,,,,,,,,,,,,,,,,,,,,,,,,49827,4212,9820,14013,21782,184884.4,,,5926551,4204143,98518339,76.96,,308383.4,1061228.7,13466.85659,50807.8,,13864.5,,,,,,446559.6,563377.1,4.6,5.11,4.85,4.89,4.89,4.79,4.94,5.2,7.99,0.51,0.25,0.29,0.29,0.19,0.34,0.6,3.39,118.95,940.3,797,1253.94,,80.91,86.64,84.93,79.65,59.01,80.26,78.803,72.54,88.33,86.36,75.59,88.02,78.47,78.83,77.27,76.7,-1.81,0.72,2,1431.62,1.64,11.62,19.95,5.26
2007.4.1,1382008.28,1358041.66,70.84,91.8,75.4,93.7,100.1,100.1,131.7,81.9,94.9,57.6,131.7,81.9,70.45,75.35,88.2,113.03,88039,0.52,62.6,23629.4,3.4,3.11,4,522,302,212,90,21525.5,57814,,,,,,,,,,,,,,,,,,,,,,,,69013,6175,17144,17479,28215,187942,,,6477039,2914660,102224664,75.07,,304075.4,1062451.9,13431.5862,50815.1,,14370.3,,,,,,448897.8,568139.2,4.69,5.12,4.9,4.97,4.97,4.94,5.07,5.34,8.11,0.43,0.21,0.28,0.28,0.25,0.38,0.65,3.42,119.88,929.4,778.33,1266.91,,80.74,86.55,85.78,82.62,63.87,82.44,79.101,72.54,90.6,86.52,75.96,88.02,78.7,78.99,77.42,77.6,0.79,1.9,1.89,1517.12,1.78,13.21,18.51,5.25
2007.5.1,1382008.28,1358041.66,71.24,90.3,76,96.6,100.8,100.8,131.4,83.9,96.8,58,131.4,83.9,70.88,75.41,89.4,113.04,89251,0.54,63,23862.9,3.2,3.21,4,477,309,219,90,21670.9,53799,,,,,,,,,,,,,,,,,,,,,,,,100210,8041,30523,21777,39869,187942,,,11084048,3204688,111953131,74.77,,299235.7,1065927.2,13412.61325,48721.5,,10234.9,,,,,,450369,577617.4,4.61,5.23,4.95,5.11,5.11,5.1,5.22,5.49,8.25,0.62,0.34,0.5,0.5,0.49,0.61,0.88,3.64,120.27,929.9,764.75,1249,,80.66,86.55,86.62,83.34,64.48,83.53,79.472,73.09,91.36,86.52,75.96,87.39,78.85,79.06,77.49,77.6,0.79,1.9,1.89,1614.94,1.61,14.47,17.77,5.25
2007.6.1,1382008.28,1358041.66,70.52,87.5,76.7,92.6,99,99,130.3,80.9,96.5,58.5,130.3,80.9,70.1,75.64,93.1,111.13,79311,0.53,63.1,23919.7,3.2,3.54,4,417,365,257,108,21744,49547,,,,,,,,,,,,,,,,,,,,,,,,130436,9934,42943,25252,52307,187942,,,9062019,2836888,118806604,76.19,,300632.6,1078822.2,13523.98992,50636.7,,12472.5,,,,,,453063.8,586696.4,4.54,5.25,4.91,5.15,5.15,5.24,5.48,5.64,8.42,0.71,0.37,0.61,0.61,0.7,0.94,1.1,3.88,120.47,926.8,752.43,1245.99,,80.57,86.38,86.45,84.42,66.21,83.1,79.771,73.09,91.69,86.52,75.89,87.21,78.92,79.06,77.57,77.6,0.79,1.9,1.89,1754.28,1.56,14.9,20.59,5.25
2007.7.1,1395220.23,1384128.75,71.39,93.4,77.3,97.1,99.3,99.3,132.3,81.8,97.8,59,132.3,81.8,71.04,75.27,86.9,109.38,81612,0.47,62.9,23865.3,3.3,3.38,3,457,346,244,102,21742.5,60615,,,,,,,,,,,,,,,,,,,,,,,,176284,9934,42943,25252,52307,189986.9,,,3865446,3084856,121098429,73.36,,301127,1081551,13432.91312,49232.9,,12296.3,,,,,,455971.5,590858.3,4.67,5.26,4.96,5.29,5.29,5.35,5.52,5.75,8.51,0.59,0.29,0.62,0.62,0.68,0.85,1.08,3.84,120.39,923.2,774.56,1266.91,,80.57,86.47,86.03,86.52,70.12,83.02,80.515,73.37,92.11,86.52,76.33,87.3,79.07,79.21,77.65,77.9,2.33,0.79,1.28,1911.56,1.37,16.88,23.61,5.26
2007.8.1,1395220.23,1384128.75,73.6,93,78.3,99.2,100.7,100.7,141.8,82.2,98.9,61,141.8,82.2,73.21,79.16,83.1,112.12,95549,0.58,62,23581.5,3.1,3.23,5,460,305,215,90,21455.7,51494,,,,,,,,,,,,,,,,,,,,,,,,224745,9934,42943,25252,52307,189986.9,,,7178357,2891816,126265774,74.35,,296985.9,1081202.5,13354.44406,49243.4,,12364,,,,,,460929.6,591026.9,4.92,5.42,5.06,5.29,5.3,5.28,5.42,5.7,8.42,0.5,0.14,0.37,0.38,0.36,0.5,0.78,3.5,118.03,939.9,809.91,1282.26,,80.74,86.55,86.29,86.67,67.34,82.11,80.962,73.37,91.95,86.44,76.48,87.93,79.14,79.29,77.8,77.9,2.33,0.79,1.28,1815.02,1.41,16.35,34.55,5.02
2007.9.1,1395220.23,1384128.75,72.98,89.6,77.2,94.2,99.8,99.8,137,81,94.7,61.5,137,81,72.73,76.09,83.7,110.42,76807,0.56,62.3,23759.1,3,3.44,7,422,306,203,103,21629,45062,,,,,,,,,,,,,,,,,,,,,,,,280490,9934,42943,25252,52307,189986.9,,,3840133,4705548,130133239,74.14,,297829.9,1085025,13291.98824,51017.2,,12216.5,,,,,,462807,590711,4.98,5.61,5.17,5.4,5.39,5.39,5.52,5.85,8.54,0.63,0.19,0.42,0.41,0.41,0.54,0.87,3.56,117.55,920.7,796.73,1302.88,,81.81,88.04,86.45,91.29,73.45,81.39,81.63,73.37,92.03,86.52,77.36,88.29,79.29,79.29,77.87,77.9,2.33,0.79,1.28,1879.03,1.35,16.99,31.31,4.94
2007.10.1,1419685.04,1416227.74,76.73,92.6,78.4,97.7,106.4,106.4,148.1,82.1,97.6,64.2,148.1,82.1,76.54,77.01,86.1,116.56,116221,0.61,62.6,23904.6,3,3.17,8,472,266,175,91,21701.1,60821,,,,,,,,,,,,,,,,,,,,,,,,384307,9934,42943,25252,52307,191885,,,4043661,4028420,132815830,72.22,,295431.9,1087318.9,13235.61369,52200.7,,16612.4,,,183011.6,0.13,,467870.9,596560.6,5,5.7,5.16,5.4,5.34,5.42,5.56,5.98,8.6,0.7,0.16,0.4,0.34,0.42,0.56,0.98,3.6,118.17,907.4,791.11,1309.92,,81.32,87.44,86.88,93.45,77.94,81.96,82.151,73.58,92.37,86.52,77.66,88.47,79.37,79.44,77.95,78.6,2.56,-0.66,0.86,2004.55,1.28,18.22,30.44,4.76
2007.11.1,1419685.04,1416227.74,76.55,93.2,78.6,100,105.4,105.4,141.1,83.5,100.3,64.1,141.1,83.5,76.43,76.99,91,116.1,94331,0.56,62.5,23906.5,3,3.03,4,481,256,177,79,21822.7,55828,,,,,,,,,,,,,,,,,,,,,,,,459792,55087,192616,91987,120102,191885,,,3761572,3374501,134567760,71.07,,297516.8,1090258.4,13175.80577,51979.8,,15887,,,183011.6,0.13,,472698.3,594207.6,5,5.77,5.16,5.45,5.36,5.54,5.61,6.16,8.72,0.77,0.16,0.45,0.36,0.54,0.61,1.16,3.72,115.64,929.6,846.51,1371.76,,81.89,88.04,87.8,100.17,86.47,81.62,82.747,73.92,93.8,86.61,77.51,89.1,79.44,79.51,78.18,78.6,2.56,-0.66,0.86,1924.84,1.38,16.89,35.68,4.49
2007.12.1,1419685.04,1416227.74,76.05,96.4,78.6,101.4,100.2,100.2,133.9,83,104.4,65,133.9,83,76.17,75.29,93.5,113.88,67747,0.52,61.3,23432.2,3.1,3.27,3,429,312,231,81,21691.7,50502,,,,,,,,,,,,,,,,,,,,,,,,555792,62842,239709,108203,145038,191885,,,6370459,3735668,138572104,72.33,,306239,1096054.5,13269.74624,56399,,18947.4,,,183011.6,0.13,,474094.4,592385.2,4.99,6.25,5.2,5.7,5.6,5.89,5.82,6.73,9.16,1.26,0.21,0.71,0.61,0.9,0.83,1.74,4.17,114.37,938.2,833.33,1381.26,,82.38,88.65,88.56,101.83,86.26,80.46,82.598,74.13,94.97,86.69,78.03,89.1,79.59,79.66,78.33,78.6,2.56,-0.66,0.86,1903.99,1.39,16.84,29.45,4.24
2008.1.1,1447604.21,1395202.99,77.97,93,80.1,102.8,104.2,104.2,139.8,85.3,101.8,65.5,139.8,85.3,78.2,76.17,86.7,117.47,91136,0.47,60.5,23141.2,3.3,3.1,3,481,299,223,76,21486.1,94247,,,,,,,,,,,,,186.3,28.6,203,2077950,2097681,1859455,,,,,,20876,1401,4376,9088,6011,193903.4,,,2715482,4596208,149677290,73.15,,302782.3,1101904.3,13328.46637,53108.2,,13734.8,461167.5,447922.4,188797,0.13,,473606.9,605791.1,4.99,6.54,5.27,5.47,5.47,5.44,5.56,6.64,8.78,1.55,0.28,0.48,0.48,0.45,0.57,1.65,3.79,111.37,943.9,889.09,1402.31,,82.8,89,89.74,105.58,87.22,81.15,82.673,74.13,96.24,87.44,78.55,90.45,79.89,80.04,78.48,79.6,4.27,3.15,0.59,1732.29,1.62,14.48,29.46,3.94
2008.2.1,1447604.21,1395202.99,77.43,87.9,79.9,106.6,101.9,101.9,140.2,81.5,104.6,65.2,140.2,81.5,77.27,80.84,86.1,114.57,88626,0.56,60.4,23064.7,3.5,3.08,8,514,315,239,76,21376.7,61003,,,,,,,,,,,,,156.6,25.2,170.1,2054128.67,2095164,1840506,,,,,,34122,3978,8661,12661,8822,193903.4,,,5159366,3697860,152683201,76.05,,301282.1,1117895.4,13534.17032,49614.9,,12136.6,461167.5,447922.4,188797,0.13,,476919.4,612630.3,4.97,5.82,4.99,5,5,5.06,5.28,6.27,8.54,0.85,0.02,0.03,0.03,0.09,0.31,1.3,3.57,110.47,937.3,889.7,1423.52,,83.37,89.79,91.43,109.26,90.07,84.12,82.598,74.06,96.15,87.77,78.77,90.72,80.19,80.35,78.63,79.6,4.27,3.15,0.59,1689.53,1.54,15.23,30.39,2.98
2008.3.1,1447604.21,1395202.99,78.43,85.7,79.9,102.7,106.9,106.9,146.1,84,103.4,65.4,146.1,84,78.54,77.11,86.2,116.15,106213,0.55,61.4,23490,3.4,3.15,9,507,312,226,86,21607.8,73241,,,,,,,,,,,,,180.4,28.6,197.3,2096071.33,2125416,1913545,,,,,,51438,5040,13579,17209,15610,193903.4,,,4352211,3809410,154129654,75.06,,295709.6,1129845.4,13715.87739,49303.7,,12931.8,461167.5,447922.4,188797,0.13,,480414.6,609603.9,4.97,5.63,4.98,5.05,5.05,5.15,5.36,6.13,8.54,0.66,0.01,0.08,0.08,0.18,0.39,1.16,3.57,103.68,991.7,1000.2,1565,,84.19,90.23,94.97,119.23,96.37,87.96,82.375,74.13,96.74,87.86,79.14,91.71,81.23,81.25,78.79,79.6,4.27,3.15,0.59,1651.15,1.54,15.39,30.76,2.61
2008.4.1,1470022.56,1440116.83,78.75,86.4,80,103.7,108.2,108.2,147.9,85.3,105.7,65.5,147.9,85.3,78.77,77.11,88.2,116.59,94628,0.54,62.3,23907.4,3.2,3.06,6,514,278,193,85,21856.6,71406,,,,,,,,,,,,,182.4,29.3,200,2100160.67,2105364,1876461,,,,,,85628,19630,20065,21661,24272,193671.7,,,2821456,3898711,154582530,76.43,,293564.4,1143443.8,13880.9566,49911.9,,13387.6,478072.1,464035.2,197166.1,0.13,,485302.9,614368.7,4.99,5.83,5.05,5.07,5.06,4.98,5.17,5.91,8.46,0.84,0.06,0.08,0.07,-0.01,0.18,0.92,3.47,102.55,999.7,961.76,1556.23,,84.93,90.92,98.26,126.09,103.86,93.92,82.375,74.2,97.83,87.86,79.95,91.35,81.46,81.4,79.01,81.1,0.72,-1.21,0.9,1776.58,1.67,14.47,25.1,2.28
2008.5.1,1470022.56,1440116.83,77.71,85.4,79.9,100.4,104.9,104.9,141.6,84.6,102.6,65.7,141.6,84.6,77.56,78.49,89.3,112.4,93868,0.64,62.7,24143.8,3.1,2.99,3,489,273,205,68,22000.6,60298,,,,,,,,,,,,,172.2,30.6,187.7,2118999,2116281,1892189,,,,,,111627,25899,26878,24793,34057,193671.7,,,3443800,3623385,155948527,78.88,,298886.3,1161716.2,14089.94785,54088.5,,17681.6,478072.1,464035.2,197166.1,0.13,,489620.6,616403.5,4.97,5.85,5.06,5.17,5.07,5.28,5.5,6.22,8.89,0.88,0.09,0.2,0.1,0.31,0.53,1.25,3.92,98.22,1031.4,977.03,1599.6,,86.24,92.32,102.66,145.88,119.32,98.07,82.45,74.96,101.03,88.11,81.28,92.25,81.68,81.71,79.17,81.1,0.72,-1.21,0.9,1846.75,1.64,14.69,22.28,1.98
2008.6.1,1470022.56,1440116.83,76.81,80.8,79.2,97.7,105.2,105.2,139.9,85.3,103.7,65.1,139.9,85.3,76.54,79.22,81.2,111.52,97458,0.6,62.7,24174.4,3.1,2.96,1,491,279,215,64,22040.6,61035,,,,,,,,,,,,,174.8,28.6,189.1,2120382.67,2138913,1889947,,,,,,132260,30952,32244,26051,43013,193671.7,,,9214799,3971028,162360555,83.15,,299680.7,1179236.3,14199.96749,52599.8,,16364.1,478072.1,464035.2,197166.1,0.13,,494953.7,640953.2,4.95,5.84,5.13,5.46,5.22,5.7,5.89,6.68,9.42,0.89,0.18,0.51,0.27,0.75,0.94,1.73,4.47,98.9,1043.4,981.79,1647.06,,86.49,92.75,105.18,154.11,128.22,101.03,83.045,75.03,104.65,88.11,82.39,92.43,81.83,81.86,79.39,81.1,0.72,-1.21,0.9,1758.17,1.81,13.31,23.79,2
